"Ticket created - Date","Ticket created - Hour","Ticket group","Ticket channel","Tickets created - This year","Ticket AHT","Email Agent Service Level"
"2022-01-01","0","CS-DE Team","Chat","2.00000000000000000000","565.00000000000000000000","1.00000000000000000000"
"2022-01-01","0","CS-ES Team","Chat","2.00000000000000000000","199.50000000000000000000","1.00000000000000000000"
"2022-01-01","0","CS-FR Team","Chat","1.00000000000000000000","479.00000000000000000000","1.00000000000000000000"
"2022-01-01","0","CS-IT Team","Chat","1.00000000000000000000","664.00000000000000000000","1.00000000000000000000"
"2022-01-01","1","CS-DE Team","Web","2.00000000000000000000","594.00000000000000000000","0.50000000000000000000"
"2022-01-01","1","CS-ES Team","Web","1.00000000000000000000","","1.00000000000000000000"
"2022-01-01","1","CS-FR Team","Chat","2.00000000000000000000","742.50000000000000000000","1.00000000000000000000"
"2022-01-01","1","CS-FR Team","Web","1.00000000000000000000","353.00000000000000000000","1.00000000000000000000"
"2022-01-01","1","CS-PT Team","Chat","1.00000000000000000000","316.00000000000000000000","1.00000000000000000000"
"2022-01-01","1","CS-UK Team","Web","1.00000000000000000000","138.00000000000000000000","1.00000000000000000000"
"2022-01-01","1","RO-IT Team","Web","1.00000000000000000000","4255.00000000000000000000","0.00000000000000000000"
"2022-01-01","1","RO-PT Team","Web","2.00000000000000000000","771.50000000000000000000","0.00000000000000000000"
"2022-01-01","2","CS-DE Team","Chat","1.00000000000000000000","484.00000000000000000000","1.00000000000000000000"
"2022-01-01","2","CS-DE Team","Web","1.00000000000000000000","690.00000000000000000000","1.00000000000000000000"
"2022-01-01","2","CS-ES Team","Chat","3.00000000000000000000","512.66666666666660000000","0.66666666666666660000"
"2022-01-01","2","CS-ES Team","Email","1.00000000000000000000","","1.00000000000000000000"
"2022-01-01","2","CS-FR Team","Chat","2.00000000000000000000","633.00000000000000000000","1.00000000000000000000"
"2022-01-01","2","CS-IT Team","Chat","3.00000000000000000000","374.66666666666670000000","1.00000000000000000000"
"2022-01-01","2","CS-PT Team","Chat","2.00000000000000000000","31.50000000000000000000","1.00000000000000000000"
"2022-01-01","2","CS-UK Team","Chat","3.00000000000000000000","232.66666666666666000000","1.00000000000000000000"
"2022-01-01","3","CS-DE Team","Chat","1.00000000000000000000","332.00000000000000000000","1.00000000000000000000"
"2022-01-01","3","CS-DE Team","Web","2.00000000000000000000","431.50000000000000000000","0.50000000000000000000"
"2022-01-01","3","CS-ES Team","Chat","2.00000000000000000000","359.00000000000000000000","1.00000000000000000000"
"2022-01-01","3","CS-FR Team","Chat","5.00000000000000000000","463.80000000000000000000","1.00000000000000000000"
"2022-01-01","3","CS-IT Team","Chat","2.00000000000000000000","554.50000000000000000000","1.00000000000000000000"
"2022-01-01","3","CS-PT Team","Chat","1.00000000000000000000","36.00000000000000000000","1.00000000000000000000"
"2022-01-01","3","CS-UK Team","Chat","1.00000000000000000000","910.00000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-DE Team","Chat","2.00000000000000000000","148.00000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-ES Team","Web","1.00000000000000000000","10166.00000000000000000000","0.00000000000000000000"
"2022-01-01","4","CS-FR Team","Chat","4.00000000000000000000","145.75000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-FR Team","Web","2.00000000000000000000","537.50000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-IT Team","Chat","1.00000000000000000000","342.00000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-PT Team","Chat","1.00000000000000000000","316.00000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-UK Team","Chat","4.00000000000000000000","244.00000000000000000000","1.00000000000000000000"
"2022-01-01","4","CS-UK Team","Voice","8.00000000000000000000","286.00000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-DE Team","Chat","6.00000000000000000000","691.16666666666660000000","1.00000000000000000000"
"2022-01-01","5","CS-DE Team","Web","1.00000000000000000000","133.00000000000000000000","0.00000000000000000000"
"2022-01-01","5","CS-ES Team","Chat","1.00000000000000000000","322.00000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-ES Team","Email","2.00000000000000000000","69.50000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-ES Team","Web","1.00000000000000000000","","1.00000000000000000000"
"2022-01-01","5","CS-FR Team","Chat","3.00000000000000000000","189.00000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-IT Team","Chat","2.00000000000000000000","235.50000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-IT Team","Web","1.00000000000000000000","1102.00000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-PT Team","Chat","1.00000000000000000000","495.00000000000000000000","1.00000000000000000000"
"2022-01-01","5","CS-UK Team","Chat","4.00000000000000000000","242.00000000000000000000","1.00000000000000000000"
